"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct"
"true","false","[]","[]","[]","preload","0","2.0.0","12","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","2855","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","consent","2842","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 5 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 5 minutes, your payment will amount to $0.5.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","",""
"","","","","","instructions","2","2.0.0","20139","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","17283","","","[{""page_index"":0,""viewing_time"":17283}]","","","","","","",""
"","","","","","html-slider-response","3","2.0.0","34792","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","14647","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","70","","causal","get sick","see something","50","","",""
"","","","","","html-slider-response","4","2.0.0","44142","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","9348","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","82","","causal","jump up and down","think about something","50","","",""
"","","","","","html-slider-response","5","2.0.0","56846","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","12702","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","73","","similar","see something","","50","hear something","",""
"","","","","","html-slider-response","6","2.0.0","64291","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7444","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","95","","similar","remember something","","50","think about something","",""
"","","","","","html-slider-response","7","2.0.0","75277","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","10985","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","40","","similar","hear something","","50","see something","",""
"","","","","","html-slider-response","8","2.0.0","82304","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7025","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","88","","causal","kick something","think about something","50","","",""
"","","","","","html-slider-response","9","2.0.0","91317","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","9011","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>took a walk</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely yes""</strong></p>","100","","attention_check_1","","","50","","100","yes"
"","","","","","html-slider-response","10","2.0.0","99697","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8377","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","14","","similar","become hungry","","50","experience pain","",""
"","","","","","html-slider-response","11","2.0.0","105337","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5639","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","96","","similar","experience pain","","50","feel scared","",""
"","","","","","html-slider-response","12","2.0.0","110502","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5164","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","23","","similar","get tired","","50","feel scared","",""
"","","","","","html-slider-response","13","2.0.0","116231","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5727","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","jump up and down","","50","sit down","",""
"","","","","","html-slider-response","14","2.0.0","123481","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7248","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","11","","similar","take a walk","","50","jump up and down","",""
"","","","","","html-slider-response","15","2.0.0","130549","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7066","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","similar","kick something","","50","jump up and down","",""
"","","","","","html-slider-response","16","2.0.0","138864","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8313","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","62","","causal","think about something","take a walk","50","","",""
"","","","","","html-slider-response","17","2.0.0","147851","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8983","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","67","","causal","choose what to do","feel scared","50","","",""
"","","","","","html-slider-response","18","2.0.0","154269","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6415","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","77","","similar","think about something","","50","remember something","",""
"","","","","","html-slider-response","19","2.0.0","161627","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7357","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","56","","similar","reach for something","","50","kick something","",""
"","","","","","html-slider-response","20","2.0.0","167821","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6192","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","93","","causal","sit down","experience pain","50","","",""
"","","","","","html-slider-response","21","2.0.0","176891","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","9069","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","100","","causal","experience pain","kick something","50","","",""
"","","","","","html-slider-response","22","2.0.0","182925","F8CEF3E9F37A44C284584E0F27373B53","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6033","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","80","","similar","choose what to do","","50","remember something","",""
