"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","similar_itemA","slider_start","causal_itemA","attn_response","attn_correct"
"true","false","[]","[]","[]","preload","0","2.0.0","3","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.0.0","7908","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","consent","7903","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 5 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 5 minutes, your payment will amount to $0.5.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","",""
"","","","","","instructions","2","2.0.0","22957","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","15047","","","[{""page_index"":0,""viewing_time"":15047}]","","","","","","",""
"","","","","","html-slider-response","3","2.0.0","46513","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","23554","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","36","","similar","kick something","jump up and down","50","","",""
"","","","","","html-slider-response","4","2.0.0","65418","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","18901","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>heard something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","85","","similar","see something","hear something","50","","",""
"","","","","","html-slider-response","5","2.0.0","70718","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5298","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","60","","causal","hear something","","50","take a walk","",""
"","","","","","html-slider-response","6","2.0.0","78275","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7553","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","55","","causal","kick something","","50","think about something","",""
"","","","","","html-slider-response","7","2.0.0","101847","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","23570","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","95","","similar","remember something","think about something","50","","",""
"","","","","","html-slider-response","8","2.0.0","117679","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","15830","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","3","","similar","become hungry","experience pain","50","","",""
"","","","","","html-slider-response","9","2.0.0","127362","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","9681","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>took a walk</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely yes""</strong></p>","100","","attention_check_1","","","50","","100","yes"
"","","","","","html-slider-response","10","2.0.0","132961","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5598","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","68","","causal","see something","","50","take a walk","",""
"","","","","","html-slider-response","11","2.0.0","141860","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","8897","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","69","","similar","think about something","remember something","50","","",""
"","","","","","html-slider-response","12","2.0.0","147532","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5669","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","34","","similar","feel scared","become hungry","50","","",""
"","","","","","html-slider-response","13","2.0.0","168254","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","20720","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","64","","similar","reach for something","kick something","50","","",""
"","","","","","html-slider-response","14","2.0.0","173501","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5244","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","get sick","get tired","50","","",""
"","","","","","html-slider-response","15","2.0.0","192531","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","19028","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","11","","similar","get tired","feel scared","50","","",""
"","","","","","html-slider-response","16","2.0.0","206059","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","13527","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","55","","similar","experience pain","feel scared","50","","",""
"","","","","","html-slider-response","17","2.0.0","211993","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5930","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","44","","causal","remember something","","50","take a walk","",""
"","","","","","html-slider-response","18","2.0.0","219608","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7613","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>thought about something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","78","","causal","jump up and down","","50","think about something","",""
"","","","","","html-slider-response","19","2.0.0","225434","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5824","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","93","","causal","get sick","","50","see something","",""
"","","","","","html-slider-response","20","2.0.0","259941","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","34506","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","33","","causal","choose what to do","","50","feel scared","",""
"","","","","","html-slider-response","21","2.0.0","265073","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5129","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>sat down</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","94","","causal","sit down","","50","experience pain","",""
"","","","","","html-slider-response","22","2.0.0","269641","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4566","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","87","","causal","feel scared","","50","see something","",""
"","","","","","html-slider-response","23","2.0.0","275817","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6175","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>experienced pain</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","28","","causal","experience pain","","50","kick something","",""
"","","","","","html-slider-response","24","2.0.0","285290","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","9470","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""definitely no""</strong></p>","0","","attention_check_2","","","50","","0","yes"
"","","","","","html-slider-response","25","2.0.0","291045","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","5752","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","60","","similar","hear something","see something","50","","",""
"","","","","","html-slider-response","26","2.0.0","297656","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6606","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","41","","causal","become hungry","","50","take a walk","",""
"","","","","","html-slider-response","27","2.0.0","320581","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","22923","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","23","","similar","take a walk","jump up and down","50","","",""
"","","","","","html-slider-response","28","2.0.0","328067","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","7484","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","61","","similar","choose what to do","remember something","50","","",""
"","","","","","html-slider-response","29","2.0.0","332634","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","4565","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","2","","causal","get tired","","50","jump up and down","",""
"","","","","","html-slider-response","30","2.0.0","339081","D7FC6CC93A484795A0736275EE7EEA5C","","5824a839-7f6f-4f19-93f6-b180e10098cf","","6444","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","jump up and down","sit down","50","","",""
