"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","itemB","causal_itemA","slider_start","similar_itemA","attn_response","attn_correct","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","17","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","75927","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","consent","75906","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 5 minutes</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 5 minutes, your payment will amount to $1.25.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","95435","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","19505","","","[{""page_index"":0,""viewing_time"":19505}]","","","","","","","","","","","",""
"","","","","","html-slider-response","3","2.1.0","114370","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","18932","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>remembered something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","24","","causal","remember something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","4","2.1.0","121006","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6634","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>became hungry</strong> because they <strong>experienced pain</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","1","","similar","become hungry","","50","experience pain","","","","","","",""
"","","","","","html-slider-response","5","2.1.0","130032","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","9023","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","think about something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","6","2.1.0","147329","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","17295","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>got tired</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","get sick","","50","get tired","","","","","","",""
"","","","","","html-slider-response","7","2.1.0","161867","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","14536","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","hear something","","50","see something","","","","","","",""
"","","","","","html-slider-response","8","2.1.0","170372","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","8502","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>took a walk</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","0","","similar","take a walk","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","9","2.1.0","176536","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6162","<p style=""font-size: 25px;"">Consider the following statement: </p>
             <p style=""font-size: 25px;"">Someone <strong>took a walk</strong>. </p>
             <p style=""font-size: 25px;"">For this question, please move the slider to <strong>""Extremely satisfying""</strong></p>","100","","attention_check_1","","","50","","100","yes","","","","",""
"","","","","","html-slider-response","10","2.1.0","188964","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","12425","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>felt scared</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","causal","choose what to do","feel scared","50","","","","","","","",""
"","","","","","html-slider-response","11","2.1.0","199082","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","10116","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>thought about something</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","75","","similar","think about something","","50","remember something","","","","","","",""
"","","","","","html-slider-response","12","2.1.0","216460","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","17376","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>kicked something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","reach for something","","50","kick something","","","","","","",""
"","","","","","html-slider-response","13","2.1.0","221902","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","5440","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got tired</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","causal","get tired","jump up and down","50","","","","","","","",""
"","","","","","html-slider-response","14","2.1.0","233659","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","11755","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>kicked something</strong> because they <strong>jumped up and down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","50","","similar","kick something","","50","jump up and down","","","","","","",""
"","","","","","html-slider-response","15","2.1.0","244041","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","10379","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>reached for something</strong> because they <strong>became hungry</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","4","","causal","reach for something","become hungry","50","","","","","","","",""
"","","","","","html-slider-response","16","2.1.0","262713","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","18670","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>felt scared</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","93","","causal","feel scared","see something","50","","","","","","","",""
"","","","","","html-slider-response","17","2.1.0","270644","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","7930","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>saw something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","92","","causal","see something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","18","2.1.0","277127","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6481","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong> because they <strong>remembered something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","74","","similar","choose what to do","","50","remember something","","","","","","",""
"","","","","","html-slider-response","19","2.1.0","286271","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","9142","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong> because they <strong>sat down</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","3","","similar","jump up and down","","50","sit down","","","","","","",""
"","","","","","html-slider-response","20","2.1.0","292736","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6462","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>heard something</strong> because they <strong>took a walk</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","76","","causal","hear something","take a walk","50","","","","","","","",""
"","","","","","html-slider-response","21","2.1.0","299300","B3BB85278A9E4E3DA98C2135D834901C","","019962ea-f9ac-7016-9d17-26108c8e2fd7","","6563","<p style=""font-size: 25px;"">Consider the following statement: </p>
               <p style=""font-size: 25px;"">Someone <strong>got sick</strong> because they <strong>saw something</strong>.</p>
               <p style=""font-size: 25px;"">To what extent is this a satisfactory explanation?</p>","3","","causal","get sick","see something","50","","","","","","","",""
