"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","first_item","first_past_tense","third_item","middle_causal","middle_similar","biological_substrate","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","5","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","102125","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","consent","102119","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 6 minutes.</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 6 minutes, your payment will amount to $1.50.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","112750","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","","10624","","","[{""page_index"":0,""viewing_time"":10624}]","","","","","","","","","","","","","",""
"","","","","","html-button-response","3","2.1.0","116098","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","","3346","<p style=""font-size: 25px;"">For this question, please select ""<strong>jump up and down</strong>""</p>
    ","1","","attention_check_causal_chain","jump up and down","jump up and down","","","","","","","","","","",""
"","","","","","html-button-response","4","2.1.0","119516","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","","3417","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>took a walk</strong>,
      which made them ____________ , which made them <strong>reach for something</strong>.</p>
      <br>
      ","1","","causal_chain","","<p style=""font-size: 25px;""><strong>see something</strong></p>","take a walk","took a walk","reach for something","see something","jump up and down","ZBT7A","","","","",""
"","","","","","html-button-response","5","2.1.0","122590","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","","3073","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>got tired</strong>,
      which made them ____________ , which made them <strong>feel scared</strong>.</p>
      <br>
      ","1","","causal_chain","","<p style=""font-size: 25px;""><strong>get sick</strong></p>","get tired","got tired","feel scared","choose what to do","get sick","APP12","","","","",""
"","","","","","html-button-response","6","2.1.0","126408","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","","3817","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>sat down</strong>,
      which made them ____________ , which made them <strong>jump up and down</strong>.</p>
      <br>
      ","0","","causal_chain","","<p style=""font-size: 25px;""><strong>experience pain</strong></p>","sit down","sat down","jump up and down","experience pain","take a walk","UT902","","","","",""
"","","","","","html-button-response","7","2.1.0","129442","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","","3033","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>jumped up and down</strong>,
      which made them ____________ , which made them <strong>sit down</strong>.</p>
      <br>
      ","0","","causal_chain","","<p style=""font-size: 25px;""><strong>get tired</strong></p>","jump up and down","jumped up and down","sit down","get tired","take a walk","CD8R1","","","","",""
"","","","","","html-button-response","8","2.1.0","133446","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","","4002","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>chose what to do</strong>,
      which made them ____________ , which made them <strong>hear something</strong>.</p>
      <br>
      ","1","","causal_chain","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","choose what to do","chose what to do","hear something","take a walk","see something","FTR54","","","","",""
"","","","","","html-button-response","9","2.1.0","137732","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","","4285","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>got sick</strong>,
      which made them ____________ , which made them <strong>become hungry</strong>.</p>
      <br>
      ","1","","causal_chain","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","get sick","got sick","become hungry","remember something","experience pain","TRE89","","","","",""
"","","","","","html-button-response","10","2.1.0","142716","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","","4982","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>saw something</strong>,
      which made them ____________ , which made them <strong>hear something</strong>.</p>
      <br>
      ","0","","causal_chain","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","see something","saw something","hear something","kick something","remember something","VF501","","","","",""
"","","","","","html-button-response","11","2.1.0","146466","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","","3749","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>became hungry</strong>,
      which made them ____________ , which made them <strong>feel scared</strong>.</p>
      <br>
      ","0","","causal_chain","","<p style=""font-size: 25px;""><strong>get sick</strong></p>","become hungry","became hungry","feel scared","think about something","get sick","BRCA1","","","","",""
"","","","","","html-button-response","12","2.1.0","150916","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","","4449","
      <p style=""font-size: 25px;"">Which second event best completes this causal chain?</p>
      <br>
      <p style=""font-size: 25px;"">Someone <strong>remembered something</strong>,
      which made them ____________ , which made them <strong>hear something</strong>.</p>
      <br>
      ","1","","causal_chain","","<p style=""font-size: 25px;""><strong>think about something</strong></p>","remember something","remembered something","hear something","feel scared","think about something","HFE1A","","","","",""
"","","","","","instructions","13","2.1.0","153530","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","","2613","","","[{""page_index"":0,""viewing_time"":2613}]","","","","","","","","","","","","","",""
"","","","","","survey-html-form","14","2.1.0","180282","4B0CE07C4F434476AF0B131C45E7AB28","019aae4d-4ae4-729f-aea9-5951fb17c46a","019aae39-7d6d-7fa9-a44a-fec91b1e72a7","demographics_survey","26750","","{""feedback"":""I just tried to be logical with my answers. "",""age"":""39"",""gender"":""Female"",""other_gender"":"""",""race"":""White"",""other_race"":"""",""ethnicity"":""Non-Hispanic""}","","","","","","","","","","","I just tried to be logical with my answers. ","39","Non-Hispanic","Female","White"
