"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","mturk_participant_id","mturk_assignment_id","mturk_project_id","trial_id","rt","stimulus","response","view_history","condition","correct_response_attn","selected_choice","first_item","first_past_tense","third_item","middle_causal","middle_similar","biological_substrate","feedback","age","ethnicity","gender","race"
"true","false","[]","[]","[]","preload","0","2.1.0","7","BCE4703DBF7B42AF99C9BA9CC4800C66","019b17db-be9a-703d-9d75-90c56481a5c6","019b17d5-490c-7e5d-afcf-62e9c191b9cb","","","","","","","","","","","","","","","","","","",""
"","","","","","html-button-response","1","2.1.0","10410","BCE4703DBF7B42AF99C9BA9CC4800C66","019b17db-be9a-703d-9d75-90c56481a5c6","019b17d5-490c-7e5d-afcf-62e9c191b9cb","consent","10402","<p><b>Consent Form</b></p> <div style=""text-align:left;background-color:lightblue; padding:2vw; max-width:80vw;""><p><b>Purpose:</b> The purpose of this study is to understand how people think about the physical and social world.</p><p><b>Procedures:</b> In this study, you will watch videos, read sentences, or see pictures, and answer simple questions about them. This study should take approximately 6 minutes.</p><p><b>Participation:</b> Participation in this study is voluntary. If you decide to join now, you can change your mind later. </p><p><b>Payment:</b> You will be paid $15.00/hour for participating in this study. Given the estimated duration of 6 minutes, your payment will amount to $1.50.</p><p><b>Risks and benefits:</b> There are no risks associated with participating in this study. There are no direct benefits associated with participating in this study. </p><p><b>Use of data by study researchers:</b> The research team led by Shari Liu at JHU will have access to your answers. </p><p><b>Publication of results:</b> The results of the research may be presented at scientific meetings or published in scientific journals. Your individual responses may be published. We will never publish your name, the date that you participated, and any other information that could be used to identify you. </p><p><b>Researcher contact information:</b> This study is run by Dr. Shari Liu at JHU. If you have any questions or concerns about this study, or in the very unlikely event of a research-related injury, please contact sliu199@jhu.edu. </p><p><b>Research rights information:</b> If you have questions about your rights as a research participant or feel that you have not been treated fairly, please call the Homewood Institutional Review Board at Johns Hopkins University at (410) 516-6580. If you have any questions or issues completing the survey, please email Shari Liu at sliu199@jhu.edu. </p> </div><p> Do you consent to participate? </p>","0","","","","","","","","","","","","","","",""
"","","","","","instructions","2","2.1.0","29223","BCE4703DBF7B42AF99C9BA9CC4800C66","019b17db-be9a-703d-9d75-90c56481a5c6","019b17d5-490c-7e5d-afcf-62e9c191b9cb","","18812","","","[{""page_index"":0,""viewing_time"":18812}]","","","","","","","","","","","","","",""
"","","","","","html-button-response","3","2.1.0","32544","BCE4703DBF7B42AF99C9BA9CC4800C66","019b17db-be9a-703d-9d75-90c56481a5c6","019b17d5-490c-7e5d-afcf-62e9c191b9cb","","3320","
    <p style=""font-size: 25px;"">For this question, please select ""<strong>choose what to do</strong>""</p>
    ","0","","attention_check_common_cause","choose what to do","choose what to do","","","","","","","","","","",""
"","","","","","html-button-response","4","2.1.0","43733","BCE4703DBF7B42AF99C9BA9CC4800C66","019b17db-be9a-703d-9d75-90c56481a5c6","019b17d5-490c-7e5d-afcf-62e9c191b9cb","","11188","
      <p style=""font-size: 25px;"">Which phrase best fits the blank?</p>
      <br>
      <p style=""font-size: 25px;"">You discovered a gene, ZBT7A which controls
        <br>whether a species of creature can <strong>choose what to do</strong>, ____________ , 
        and <strong>hear something</strong>.</p>
      <br>
      ","1","","common_cause","","<p style=""font-size: 25px;""><strong>see something</strong></p>","choose what to do","chose what to do","hear something","take a walk","see something","ZBT7A","","","","",""
"","","","","","html-button-response","5","2.1.0","45685","BCE4703DBF7B42AF99C9BA9CC4800C66","019b17db-be9a-703d-9d75-90c56481a5c6","019b17d5-490c-7e5d-afcf-62e9c191b9cb","","1950","
      <p style=""font-size: 25px;"">Which phrase best fits the blank?</p>
      <br>
      <p style=""font-size: 25px;"">You discovered a gene, BRCA1 which controls
        <br>whether a species of creature can <strong>jump up and down</strong>, ____________ , 
        and <strong>sit down</strong>.</p>
      <br>
      ","0","","common_cause","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","jump up and down","jumped up and down","sit down","get tired","take a walk","BRCA1","","","","",""
"","","","","","html-button-response","6","2.1.0","50238","BCE4703DBF7B42AF99C9BA9CC4800C66","019b17db-be9a-703d-9d75-90c56481a5c6","019b17d5-490c-7e5d-afcf-62e9c191b9cb","","4551","
      <p style=""font-size: 25px;"">Which phrase best fits the blank?</p>
      <br>
      <p style=""font-size: 25px;"">You discovered a gene, APP12 which controls
        <br>whether a species of creature can <strong>take a walk</strong>, ____________ , 
        and <strong>reach for something</strong>.</p>
      <br>
      ","1","","common_cause","","<p style=""font-size: 25px;""><strong>jump up and down</strong></p>","take a walk","took a walk","reach for something","see something","jump up and down","APP12","","","","",""
"","","","","","html-button-response","7","2.1.0","52477","BCE4703DBF7B42AF99C9BA9CC4800C66","019b17db-be9a-703d-9d75-90c56481a5c6","019b17d5-490c-7e5d-afcf-62e9c191b9cb","","2237","
      <p style=""font-size: 25px;"">Which phrase best fits the blank?</p>
      <br>
      <p style=""font-size: 25px;"">You discovered a gene, FTR54 which controls
        <br>whether a species of creature can <strong>get sick</strong>, ____________ , 
        and <strong>become hungry</strong>.</p>
      <br>
      ","0","","common_cause","","<p style=""font-size: 25px;""><strong>feel scared</strong></p>","get sick","got sick","become hungry","see something","feel scared","FTR54","","","","",""
"","","","","","html-button-response","8","2.1.0","55443","BCE4703DBF7B42AF99C9BA9CC4800C66","019b17db-be9a-703d-9d75-90c56481a5c6","019b17d5-490c-7e5d-afcf-62e9c191b9cb","","2965","
      <p style=""font-size: 25px;"">Which phrase best fits the blank?</p>
      <br>
      <p style=""font-size: 25px;"">You discovered a gene, VF501 which controls
        <br>whether a species of creature can <strong>get tired</strong>, ____________ , 
        and <strong>feel scared</strong>.</p>
      <br>
      ","1","","common_cause","","<p style=""font-size: 25px;""><strong>become hungry</strong></p>","get tired","got tired","feel scared","choose what to do","become hungry","VF501","","","","",""
"","","","","","html-button-response","9","2.1.0","57612","BCE4703DBF7B42AF99C9BA9CC4800C66","019b17db-be9a-703d-9d75-90c56481a5c6","019b17d5-490c-7e5d-afcf-62e9c191b9cb","","2168","
      <p style=""font-size: 25px;"">Which phrase best fits the blank?</p>
      <br>
      <p style=""font-size: 25px;"">You discovered a gene, CD8R1 which controls
        <br>whether a species of creature can <strong>see something</strong>, ____________ , 
        and <strong>hear something</strong>.</p>
      <br>
      ","1","","common_cause","","<p style=""font-size: 25px;""><strong>remember something</strong></p>","see something","saw something","hear something","take a walk","remember something","CD8R1","","","","",""
"","","","","","html-button-response","10","2.1.0","64528","BCE4703DBF7B42AF99C9BA9CC4800C66","019b17db-be9a-703d-9d75-90c56481a5c6","019b17d5-490c-7e5d-afcf-62e9c191b9cb","","6915","
      <p style=""font-size: 25px;"">Which phrase best fits the blank?</p>
      <br>
      <p style=""font-size: 25px;"">You discovered a gene, TRE89 which controls
        <br>whether a species of creature can <strong>sit down</strong>, ____________ , 
        and <strong>jump up and down</strong>.</p>
      <br>
      ","0","","common_cause","","<p style=""font-size: 25px;""><strong>take a walk</strong></p>","sit down","sat down","jump up and down","experience pain","take a walk","TRE89","","","","",""
"","","","","","html-button-response","11","2.1.0","69024","BCE4703DBF7B42AF99C9BA9CC4800C66","019b17db-be9a-703d-9d75-90c56481a5c6","019b17d5-490c-7e5d-afcf-62e9c191b9cb","","4496","
      <p style=""font-size: 25px;"">Which phrase best fits the blank?</p>
      <br>
      <p style=""font-size: 25px;"">You discovered a gene, HFE1A which controls
        <br>whether a species of creature can <strong>remember something</strong>, ____________ , 
        and <strong>hear something</strong>.</p>
      <br>
      ","0","","common_cause","","<p style=""font-size: 25px;""><strong>see something</strong></p>","remember something","remembered something","hear something","kick something","see something","HFE1A","","","","",""
